ID Major Occupation Group,Major Occupation Group,ID Minor Occupation Group,Minor Occupation Group,ID Broad Occupation,Broad Occupation,ID Detailed Occupation,Detailed Occupation,ID Year,Year,ID Workforce Status,Workforce Status,Total Population,Total Population MOE Appx,Average Wage,Average Wage Appx MOE,Record Count,Slug Detailed Occupation,PUMS Degree Field,ID PUMS Degree Field,Slug PUMS Degree Field
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",130000,Business & financial operations occupations,131111,Management analysts,2017,2017,TRUE,TRUE,11865,2674.183393,74363.03751,11882.66203,136,management-analysts,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,430000,Office & Administrative Support Occupations,430000,Office & Administrative Support Occupations,435081,Stock clerks & order fillers,2017,2017,TRUE,TRUE,9085,2340.043167,22028.39141,4982.446229,86,stock-clerks-order-fillers,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,430000,Office & Administrative Support Occupations,430000,Office & Administrative Support Occupations,435071,"Shipping, receiving, & traffic clerks",2017,2017,TRUE,TRUE,3222,1393.582841,34681.68094,11820.01,33,shipping-receiving-traffic-clerks,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",130000,Business & financial operations occupations,131121,"Meeting, convention, & event planners",2017,2017,TRUE,TRUE,6917,2041.848325,49360.47882,9688.20808,62,meeting-convention-event-planners,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,430000,Office & Administrative Support Occupations,430000,Office & Administrative Support Occupations,435061,"Production, planning, & expediting clerks",2017,2017,TRUE,TRUE,7325,2101.201998,42668.48983,8413.532302,80,production-planning-expediting-clerks,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,430000,Office & Administrative Support Occupations,430000,Office & Administrative Support Occupations,435052,Postal service mail carriers,2017,2017,TRUE,TRUE,1277,877.3408075,59539.63352,21988.83879,13,postal-service-mail-carriers,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",130000,Business & financial operations occupations,131131,Fundraisers,2017,2017,TRUE,TRUE,5833,1875.04706,74133.27482,13029.60423,64,fundraisers,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,430000,Office & Administrative Support Occupations,430000,Office & Administrative Support Occupations,435051,Postal service clerks,2017,2017,TRUE,TRUE,589,595.8425865,39280.14261,23888.9656,6,postal-service-clerks,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,430000,Office & Administrative Support Occupations,430000,Office & Administrative Support Occupations,435030,Dispatchers,2017,2017,TRUE,TRUE,927,747.503556,44983.94822,22036.19162,13,dispatchers,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",130000,Business & financial operations occupations,131141,"Compensation, benefits, & job analysis specialists",2017,2017,TRUE,TRUE,700,649.5651997,91241.74857,103213.4868,7,compensation-benefits-job-analysis-specialists,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,430000,Office & Administrative Support Occupations,430000,Office & Administrative Support Occupations,435021,Couriers & messengers,2017,2017,TRUE,TRUE,1084,808.3283415,29234.83579,11330.91316,14,couriers-messengers,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,430000,Office & Administrative Support Occupations,430000,Office & Administrative Support Occupations,434XXX,Correspondence clerks & order clerks,2017,2017,TRUE,TRUE,1920,1075.777732,59097.77917,34127.32123,18,correspondence-clerks-order-clerks,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",130000,Business & financial operations occupations,131151,Training & development specialists,2017,2017,TRUE,TRUE,2337,1186.863241,58555.59093,14710.02448,24,training-development-specialists,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,430000,Office & Administrative Support Occupations,430000,Office & Administrative Support Occupations,434199,"Information & record clerks, all other",2017,2017,TRUE,TRUE,632,617.2091684,40166.92405,18120.55028,8,information-record-clerks-all-other,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,430000,Office & Administrative Support Occupations,430000,Office & Administrative Support Occupations,434181,Reservation & transportation ticket agents & travel clerks,2017,2017,TRUE,TRUE,1454,936.1702256,42082.91609,19889.36749,14,reservation-transportation-ticket-agents-travel-clerks,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",130000,Business & financial operations occupations,131161,Market research analysts & marketing specialists,2017,2017,TRUE,TRUE,15362,3042.818552,67755.97761,10794.98418,150,market-research-analysts-marketing-specialists,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,430000,Office & Administrative Support Occupations,430000,Office & Administrative Support Occupations,434171,Receptionists & information clerks,2017,2017,TRUE,TRUE,11494,2632.045896,22186.36088,3316.738224,105,receptionists-information-clerks,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,430000,Office & Administrative Support Occupations,430000,Office & Administrative Support Occupations,434161,"Human resources assistants, except payroll & timekeeping",2017,2017,TRUE,TRUE,309,431.572282,44734.47896,21474.23542,5,human-resources-assistants-except-payroll-timekeeping,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",130000,Business & financial operations occupations,131199,"Business operations specialists, all other",2017,2017,TRUE,TRUE,8102,2209.830522,55913.49494,9860.565803,84,business-operations-specialists-all-other,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,430000,Office & Administrative Support Occupations,430000,Office & Administrative Support Occupations,434131,Loan interviewers & clerks,2017,2017,TRUE,TRUE,767,679.9411307,113407.9374,137225.9708,8,loan-interviewers-clerks,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,430000,Office & Administrative Support Occupations,430000,Office & Administrative Support Occupations,434121,"Library assistants, clerical",2017,2017,TRUE,TRUE,2168,1143.144709,19377.7952,7510.770408,23,library-assistants-clerical,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",130000,Business & financial operations occupations,132011,Accountants & auditors,2017,2017,TRUE,TRUE,23791,3786.571233,60371.21533,7943.038406,239,accountants-auditors,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,430000,Office & Administrative Support Occupations,430000,Office & Administrative Support Occupations,434111,"Interviewers, except eligibility & loan",2017,2017,TRUE,TRUE,1499,950.5465097,28063.90127,7929.05646,16,interviewers-except-eligibility-loan,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,430000,Office & Administrative Support Occupations,430000,Office & Administrative Support Occupations,434081,"Hotel, motel, & resort desk clerks",2017,2017,TRUE,TRUE,2638,1260.980226,30982.09553,8892.59669,21,hotel-motel-resort-desk-clerks,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",130000,Business & financial operations occupations,132021,Appraisers & assessors of real estate,2017,2017,TRUE,TRUE,945,754.7259343,103462.2899,61577.31036,11,appraisers-assessors-of-real-estate,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,430000,Office & Administrative Support Occupations,430000,Office & Administrative Support Occupations,434071,File clerks,2017,2017,TRUE,TRUE,2179,1146.041041,26917.67416,10796.87458,21,file-clerks,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",130000,Business & financial operations occupations,132031,Budget analysts,2017,2017,TRUE,TRUE,735,665.6061832,128077.0612,29784.96718,5,budget-analysts,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,430000,Office & Administrative Support Occupations,430000,Office & Administrative Support Occupations,434061,"Eligibility interviewers, government programs",2017,2017,TRUE,TRUE,619,610.8283327,34871.31826,12137.33602,7,eligibility-interviewers-government-programs,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,430000,Office & Administrative Support Occupations,430000,Office & Administrative Support Occupations,434051,Customer service representatives,2017,2017,TRUE,TRUE,36820,4710.451298,38995.15828,5808.778809,342,customer-service-representatives,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",130000,Business & financial operations occupations,132051,Financial analysts,2017,2017,TRUE,TRUE,2401,1203.004659,83721.6893,22280.5341,23,financial-analysts,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,430000,Office & Administrative Support Occupations,430000,Office & Administrative Support Occupations,433099,Other financial clerks,2017,2017,TRUE,TRUE,338,451.3699182,105699.1716,165072.0315,5,other-financial-clerks,Visual & Performing Arts,50,visual-performing-arts
